"GeneID","N2.Mean_N","WDR5.Mean_N","Fold.Change_Log2","P.Value.Ad","Chrom.No","start","end","strand"
14152,472.0900348,1173.301021,1.313439262,0.005264696,"II",11890928,11894640,"minus"
14153,14140.24142,12756.3955,-0.148586019,0.964579508,"II",11897299,11901149,"minus"
14154,17.37931183,67.03542026,1.947552633,0.189088453,"II",11907719,11908535,"plus"
14155,46.94587561,46.75582959,-0.005852163,0.989093221,"II",11882551,11883418,"plus"
14156,2268.496268,2412.273875,0.088657425,0.997277649,"II",11885525,11886284,"plus"
14157,8.666238191,12.8490498,0.56818388,1,"II",11914503,11915358,"plus"
14158,116.7493032,129.7893252,0.152757791,0.862766203,"II",9829359,9830695,"plus"
14159,15271.773,11565.68983,-0.401016247,0.703675452,"II",9837030,9838243,"minus"
14160,4.74888435,11.19509699,1.2372065,0.76425126,"II",9831589,9834305,"minus"
14163,4194.317486,2794.237139,-0.585981606,0.49298148,"II",9839132,9841977,"minus"
14164,998.8559713,1493.090964,0.579953491,0.169037644,"II",10094812,10098726,"plus"
14165,59860.96017,53542.28608,-0.160936681,0.740700622,"II",10100249,10103000,"plus"
14166,489.4017258,405.5036822,-0.271304174,0.701500781,"II",10102912,10105645,"minus"
14169,55.90710863,19.87528055,-1.49205651,1,"II",10107415,10108379,"minus"
14171,745.6555542,1383.989565,0.89225181,0.060491734,"II",10283405,10300072,"minus"
14172,3841.896112,4490.4421,0.225038982,0.804447749,"II",10300656,10302799,"minus"
14173,26.93585347,121.8373545,2.177356838,0.144228129,"II",10312263,10313233,"plus"
14175,62.88799937,61.2686832,-0.037634896,0.996016325,"II",10278672,10280399,"minus"
14176,3100.660814,2897.334688,-0.097849368,1,"III",12974974,12977761,"minus"
14177,29648.48728,32507.18066,0.132799939,0.82521763,"III",12978980,12980063,"plus"
14178,236.0450039,751.777021,1.671242871,0.058787381,"III",12980992,12984322,"plus"
14179,139.8724265,166.911751,0.25497394,0.861338898,"III",12984398,12987401,"minus"
14180,31.86427076,56.07778556,0.815489736,0.814362481,"III",12987306,12992349,"plus"
14181,1978.56934,2046.591063,0.048765235,0.847612805,"III",12995637,13000569,"minus"
14182,31.52416355,391.300556,3.633747164,0.022124458,"I",11449846,11451962,"minus"
14183,77.58458172,357.3563769,2.203521652,0.213699993,"I",11460770,11463058,"minus"
14184,10.41579356,14.74707174,0.501655754,0.794176548,"I",11456473,11459938,"minus"
14186,8.645817784,142.0798574,4.038555798,7.42e-06,"I",11454770,11455440,"plus"
14188,35.62656803,419.2391499,3.556748029,0.002041827,"I",11469452,11471574,"plus"
14189,41.35149341,124.9199834,1.594992944,0.353079116,"I",11477812,11480061,"plus"
14191,76.98598235,49.04377252,-0.650525825,0.697968648,"V",15314571,15315910,"minus"
14192,1108.043143,614.4425943,-0.85066392,0.268294569,"V",15316480,15318408,"plus"
14193,116.1150306,74.30467958,-0.644029758,0.605536152,"V",15323836,15325334,"plus"
14196,146.2848881,97.45601147,-0.585957656,0.671297822,"I",13227984,13230336,"minus"
14197,170.7319376,60.74777212,-1.490829553,0.412129092,"I",13232146,13234673,"plus"
14198,1345.363011,935.5986376,-0.524033832,0.412425347,"I",13246842,13249779,"plus"
14199,102818.5816,73174.21959,-0.490693656,0.437453749,"I",13241653,13244719,"plus"
14201,89.50954687,52.8999604,-0.758774923,0.63337605,"I",13238529,13240715,"plus"
14202,11700.71427,10444.39007,-0.163868357,0.929928799,"III",3903094,3907669,"minus"
14203,2082.82391,2041.375339,-0.028999405,1,"III",3918849,3920679,"plus"
14204,97718.69938,95838.50969,-0.028029188,1,"III",3916913,3918789,"plus"
14205,3631.592566,3405.698745,-0.092651528,0.983866114,"III",3920606,3921686,"minus"
14206,9155.557516,9253.249099,0.015312289,0.860405374,"III",3922187,3923767,"plus"
14207,1394.340113,1686.697365,0.27461863,0.66471329,"III",3923586,3926098,"minus"
14208,11479.08038,13888.9928,0.274934914,0.972691636,"II",9213792,9223094,"plus"
14209,9080.675713,8530.38209,-0.090189292,1,"II",9223209,9225118,"plus"
14210,147.4474022,432.5218406,1.55257258,0.0048959,"II",9210316,9213041,"plus"
14212,45.63002806,40.36374471,-0.176923516,0.923230191,"II",9213642,9214360,"plus"
14213,19494.41177,14340.01198,-0.443014394,0.615381102,"X",16123876,16128794,"minus"
14214,1038.636237,1520.658267,0.550005511,0.282336942,"X",16103571,16124272,"plus"
14215,15530.74573,9634.044854,-0.688913558,0.256356763,"X",13798156,13809789,"minus"
14216,31.82902031,30.47531226,-0.062701749,1,"X",13792237,13793557,"minus"
14218,52970.96785,54403.68042,0.038502385,1,"III",9521991,9525370,"plus"
14219,21991.26005,17810.74882,-0.304182097,0.498556156,"III",9529082,9531807,"plus"
14220,7661.740165,8034.164748,0.068475945,1,"III",9532351,9538614,"minus"
14221,6587.400581,5848.099652,-0.171741388,0.794468212,"III",9543008,9544324,"plus"
14222,9116.697719,9548.83444,0.066813303,0.918809343,"III",9525466,9526996,"plus"
14223,260.5355069,298.9119198,0.198240427,0.930532761,"III",9527091,9528697,"plus"
14224,5176.163713,3605.709519,-0.521600072,0.674050337,"III",9523029,9523624,"minus"
14226,3660.547591,3486.892906,-0.070117426,1,"III",9556513,9557373,"plus"
14227,6119.168857,6289.022701,0.039500133,1,"III",10113054,10114722,"minus"
14228,5753.068757,6642.786335,0.207456798,0.886341367,"III",10114950,10116673,"plus"
14229,28.14526321,31.41953661,0.158769763,0.905924852,"III",10116875,10118785,"minus"
14230,6007.521374,5618.948936,-0.096469587,1,"III",10118869,10120056,"minus"
14232,22603.01823,22438.14402,-0.010562084,1,"III",10124091,10132633,"plus"
14233,395.7952319,446.7006072,0.174553983,0.647814225,"III",10136981,10138891,"plus"
14234,13059.27895,12179.81435,-0.100583099,1,"III",10112007,10112958,"minus"
14235,163.7460703,198.292771,0.276171799,0.864723781,"I",13205653,13207826,"plus"
14236,66.47614453,65.2145859,-0.027642038,1,"I",13208430,13210451,"plus"
14241,30.4956967,76.46684808,1.326228732,0.197889976,"IV",9683647,9684456,"plus"
14242,538.4681332,323.0586703,-0.737064773,0.524919647,"IV",9690915,9691343,"plus"
14243,16390.72246,12959.64413,-0.338853343,0.574895728,"IV",9696966,9706701,"minus"
14244,15502.07774,10197.66415,-0.604222862,0.279091872,"II",9654284,9655540,"minus"
14245,25.38288195,79.97124329,1.655625436,0.178406765,"II",9653050,9653853,"minus"
14247,7.99251385,11.92442675,0.577198668,0.76357889,"II",9650900,9651741,"minus"
14248,113.5287069,146.6685061,0.369501973,0.999451315,"II",9636569,9639993,"plus"
14249,38929.70273,33159.03799,-0.231469176,0.846909709,"II",9624531,9626569,"plus"
14250,7003.61044,8726.808589,0.317355315,0.695354368,"II",9649430,9650905,"plus"
14251,2699.224658,2661.632939,-0.020233433,1,"II",9656690,9657662,"plus"
14252,184.6998397,381.0666262,1.044860648,0.222092363,"II",9657817,9658952,"minus"
14253,69.41532155,261.3307779,1.912551007,0.126813303,"II",9659184,9660383,"minus"
14254,2505.767637,1678.584966,-0.578007074,0.322214731,"II",9660780,9662887,"minus"
14255,47.68419129,60.08992924,0.333612173,0.832197145,"II",9663557,9665605,"minus"
14256,5760.687435,7074.318073,0.296350105,0.708187941,"II",9671549,9673202,"plus"
14258,4404.758358,3901.32388,-0.175099103,0.939758664,"II",9684037,9686661,"minus"
14259,7179.106519,7852.972162,0.129434479,0.909658222,"II",9667565,9668613,"plus"
14260,3.705763702,13.40704864,1.855148889,0.687529909,"II",9753971,9755117,"plus"
14261,602.1354963,1131.822332,0.910487436,0.064488575,"II",9758175,9768206,"plus"
14262,655.9143517,713.5516361,0.121510392,0.909658222,"II",9770694,9774233,"minus"
14291,5.958169635,10.25736987,0.783719748,0.818957237,"V",11980099,11980242,"plus"
14294,555.027999,1775.026157,1.677207828,0.056598201,"X",13042113,13046151,"plus"
14300,284.614093,784.0955215,1.462022319,0.003520299,"V",11789531,11800520,"plus"
14307,3543.101332,8788.646445,1.310628264,0.006952214,"II",8784480,8785458,"plus"
14308,2639.857452,4177.449759,0.662162449,0.415197734,"II",8786402,8787064,"plus"
14309,219182.0569,230902.0484,0.075151273,1,"II",8787715,8789661,"plus"
14316,29.37373519,33.67489619,0.197146766,1,"V",14463173,14463337,"minus"
14317,21.36780125,22.95871833,0.103603644,1,"V",14468554,14468718,"minus"
14370,20.7136161,25.46805308,0.298109241,0.981250521,"V",14267528,14267692,"plus"
14371,20.81217239,26.46126405,0.346454418,0.922599878,"V",14277559,14277723,"plus"
14404,156.8982836,249.9943642,0.672066001,0.463147369,"I",12288212,12288398,"minus"
14421,8.203575258,15.24114281,0.89364638,0.809386178,"V",11391053,11391196,"minus"
14454,4401.975556,4435.596676,0.010977055,1,"MtDNA",898,1593,"plus"
14505,108607.0954,91111.7209,-0.253409795,0.719010339,"IV",11106397,11107558,"plus"
14511,17.36448179,33.90773205,0.965474935,0.685852023,"V",14028456,14028620,"minus"
14516,1628.365446,1822.452079,0.162456367,1,"V",16027481,16029318,"minus"
14517,4.61714074,10.0094158,1.116286159,0.813018095,"V",11478130,11478273,"plus"
14569,657.863514,1229.457323,0.90216145,0.313071535,"II",14101188,14102931,"plus"
14576,205.5839647,254.400726,0.307375047,0.944668909,"II",12131466,12132830,"minus"
14613,15146.53236,11611.23644,-0.383465934,0.786654213,"III",12528186,12536747,"plus"
14615,2328.669114,2015.975138,-0.208027811,0.776816381,"V",19733381,19735045,"plus"
14641,12.17418434,26.83714111,1.140405878,0.962051129,"III",4350797,4352137,"minus"
14643,2725.655008,2097.170043,-0.378159126,0.662910452,"V",15595036,15596447,"minus"
14663,7.186994107,20.61914277,1.520523946,0.769671372,"II",9289446,9291479,"plus"
14666,261.6912486,171.0195542,-0.613704388,0.96385939,"II",11424686,11430535,"plus"
14667,3040.493862,3069.502526,0.01369918,0.921165583,"II",10574783,10578134,"minus"
14668,74.7190262,103.1703105,0.465480305,0.79945025,"II",9376396,9378223,"plus"
14669,3250.578623,2583.81171,-0.331195609,0.63337605,"IV",10799634,10802229,"plus"
14672,11.56665839,21.54343302,0.897276037,0.997942299,"IV",13636536,13636951,"minus"
14680,104.9717805,92.38146184,-0.184326261,0.885386293,"V",15033340,15033841,"plus"
14697,4949.340279,3634.891052,-0.445324111,0.481302836,"III",3837523,3839459,"minus"
14698,38.6338512,77.73148696,1.008633615,0.699483433,"I",14154757,14155237,"minus"
14701,75.70176685,82.10049611,0.117063967,1,"V",19327299,19329047,"plus"
14702,66.25173569,196.2708126,1.56681549,0.319032302,"V",19324076,19325853,"minus"
14710,11.50657909,13.46869692,0.227151296,1,"V",13326326,13327621,"plus"
14714,17.23956224,17.45646954,0.018038672,0.885620821,"I",12458018,12458986,"plus"
14728,232.1012226,580.7636163,1.323196952,0.024961194,"III",4043093,4047607,"minus"
14729,515.7675062,433.4029515,-0.251011907,0.827766909,"I",12427378,12429084,"plus"
14732,222.1242231,233.7227664,0.07343154,1,"V",13869874,13872515,"plus"
14739,28.79856714,56.85624527,0.981321795,0.63296562,"V",19270466,19277322,"minus"
14746,666.823586,371.4955169,-0.843960334,0.135028641,"I",7722080,7723112,"plus"
14751,3.06469795,11.81474411,1.946771586,0.646722357,"V",15959788,15961895,"plus"
14752,72.63072177,101.7052549,0.4857424,0.818367073,"IV",9473663,9475348,"minus"
14754,4.656799639,14.80824389,1.668989846,0.686801519,"V",9718437,9719699,"plus"
14755,5.475915722,19.78830894,1.853476181,0.596818755,"III",9921112,9921804,"plus"
14759,59.318792,31.61758552,-0.907762018,1,"I",11250131,11251594,"plus"
14760,8.01870086,70.55447886,3.137297245,0.026280134,"I",11245815,11246757,"plus"
14761,42.7883808,109.656804,1.357704341,0.151334402,"I",11248090,11249838,"plus"
14772,19011.70293,21786.04026,0.196516238,0.82118492,"IV",9402559,9404021,"minus"
14778,38.87085071,47.49275218,0.28901868,0.889040495,"V",14050280,14053694,"minus"
14789,950.0310137,830.7193155,-0.193613511,0.799930251,"I",10530328,10531536,"minus"
14790,11.55270957,14.00508032,0.277718998,1,"X",15063945,15067114,"plus"
14793,4110.95831,5110.432674,0.313970701,0.983667241,"X",15076615,15077674,"minus"
14794,38.27845551,51.03995717,0.415094498,1,"V",20377097,20379379,"plus"
14795,738.0156579,516.7958574,-0.51405692,0.401517338,"V",17514780,17519269,"plus"
14796,12.24637737,33.69654535,1.460245645,0.675637971,"V",17499018,17504995,"minus"
14801,152.794187,115.0339529,-0.409529914,0.791990297,"III",10141380,10146710,"minus"
14807,1978.037303,1687.298556,-0.229354363,0.876075047,"I",11334359,11337423,"plus"
14809,79.45449046,110.3819622,0.474303774,0.709226179,"III",10926994,10928810,"plus"
14811,64.21839714,74.59709455,0.216132784,1,"V",19773371,19774945,"minus"
14812,76.08707153,48.75072917,-0.642227539,0.726751266,"V",19768653,19770897,"plus"
14813,7.675014624,23.17177584,1.594127209,0.731040879,"II",9409283,9411537,"minus"
14814,2803.373422,2816.30424,0.006639263,1,"II",10935666,10942138,"minus"
14820,1147.932659,1283.796566,0.161378596,1,"I",11905948,11907475,"plus"
14821,555.0278127,576.9899656,0.055986162,0.754683026,"V",18231607,18237195,"plus"
14822,29.93565939,76.44468063,1.352551067,0.392587788,"V",14591459,14593627,"minus"
14826,136.4341333,202.2144459,0.56768144,0.476322628,"V",11836340,11838000,"plus"
14836,7663.818714,6770.532783,-0.178794069,0.782509421,"V",15164731,15166299,"minus"
14844,1.030529978,17.22767436,4.06326958,0.470223048,"V",15737001,15739640,"minus"
14848,279.2126221,617.1482545,1.144252941,0.060423023,"II",10827652,10829798,"minus"
14852,24.78348644,23.51300928,-0.075919962,1,"I",12754081,12755116,"plus"
14854,2.628927002,30.38540798,3.530832675,0.142020202,"III",10967680,10969373,"minus"
14858,669.5712098,298.8085152,-1.164016235,0.060366713,"I",13635031,13635947,"plus"
14870,131.3126469,154.6922504,0.236395052,1,"I",13795265,13795855,"plus"
14871,485.2102869,468.7717322,-0.049724562,0.894684069,"I",13796151,13796878,"minus"
14874,842.2135508,712.9539704,-0.240377151,0.742409415,"V",20348218,20349090,"minus"
14884,452.893638,320.1505203,-0.500421919,0.65788837,"III",13162374,13164763,"plus"
14888,132.7368401,75.99012014,-0.804685071,0.593445314,"V",19483608,19483866,"plus"
14902,198.9606905,556.9812388,1.485145313,0.003022736,"III",12382434,12383643,"minus"
14904,1979.151646,3759.69928,0.925735114,0.476935937,"III",12387790,12388884,"plus"
14905,1.076660456,18.92118388,4.135367113,0.23490641,"V",18287279,18288364,"minus"
14909,48.48089649,119.8396785,1.305617376,0.755361568,"II",9407211,9407488,"minus"
14914,95.05783187,66.69803803,-0.511161172,0.767897378,"I",11065933,11068920,"minus"
14915,458.7550285,558.6506005,0.284222282,0.934683875,"I",11966262,11967582,"plus"
14916,866.5135533,738.191117,-0.231227938,0.828269703,"I",12005168,12006287,"plus"
14917,122.3439676,106.0519914,-0.206171256,1,"I",12006902,12008031,"plus"
14918,420.1506797,279.9089428,-0.585949238,0.542116605,"I",12008616,12009616,"plus"
14920,109.9831464,128.9002857,0.228972995,0.989116868,"II",15118353,15118875,"minus"
14922,229.4046873,153.1840061,-0.582629196,0.649891902,"IV",14575047,14575793,"minus"
14923,1.208756553,11.78802612,3.285726546,0.430255309,"IV",14924414,14926014,"minus"
14924,5.383478523,13.73503468,1.35124998,0.830350229,"IV",14929615,14931961,"plus"
14926,93.96510766,97.52808805,0.053692638,1,"IV",14938864,14941811,"plus"
14933,9.960607877,19.09945444,0.939225734,0.843804866,"V",19936495,19940011,"plus"
14937,14.46489101,27.88329953,0.946845838,0.736587893,"V",17250245,17252159,"plus"
14938,16616.51648,17503.05428,0.074988729,1,"IV",13386270,13387337,"plus"
14941,915.8296815,1051.177536,0.198855122,1,"IV",13318875,13321805,"plus"
14944,1.902071874,14.20173456,2.90042348,0.384618015,"V",17209040,17209930,"plus"
14946,2981.1414,3111.138297,0.061577721,1,"III",10223433,10224071,"plus"
14947,151.5569005,160.806111,0.085462693,1,"I",13969832,13970865,"plus"
14949,22.09430389,12.49897219,-0.821865013,1,"V",15107820,15108880,"plus"
14954,238.4565617,22.15027515,-3.428329958,0.006776997,"V",16928304,16928975,"plus"
14955,836.1299244,125.8360068,-2.732182342,0.000759219,"V",16929143,16930039,"plus"
14958,15.75908445,7.311904451,-1.107864599,1,"IV",15556005,15558047,"plus"
14965,5225.973206,4596.890383,-0.185041464,0.74932818,"I",10119553,10122068,"minus"
14975,190.972977,193.9572979,0.022370551,0.981717553,"IV",16845992,16847424,"minus"
14976,188.8214518,186.9085371,-0.014690211,1,"IV",16928301,16929034,"plus"
14977,6.433599481,13.88317843,1.109639868,0.711746795,"V",20302104,20303412,"plus"
14978,3.197146535,16.6353647,2.379396721,0.512858593,"III",1277952,1278983,"minus"
14984,4.656975882,14.6746326,1.655859068,0.695149279,"V",18406868,18408110,"plus"
14987,194.1987261,179.2258205,-0.115755241,0.903574958,"III",8898904,8899449,"minus"
14989,556.4301321,699.6259584,0.330383271,0.857681653,"II",7904587,7907538,"minus"
14992,24.18890365,27.66345812,0.193636133,1,"I",11443442,11446634,"plus"
14994,197.6227513,126.1381472,-0.647744399,0.524254675,"I",13224419,13225462,"plus"
14996,17.64262281,38.79881136,1.136947402,0.722908923,"IV",9687034,9688193,"minus"
14998,83.69999551,69.7879056,-0.26225051,1,"X",2243226,2247000,"minus"
14999,19997.12772,14886.33403,-0.42580428,0.584493115,"X",2259144,2260518,"minus"
15000,35.56255722,33.23150549,-0.097807416,1,"X",2271017,2274329,"minus"
15001,11331.35539,10617.19428,-0.093917871,1,"I",6027194,6028373,"plus"
15002,106.045424,251.2969662,1.244710887,0.051445294,"II",5970080,5972638,"plus"
15004,6.176055109,39.43248109,2.674626957,0.087636128,"II",5968110,5969033,"minus"
15005,59.68780255,119.0321836,0.995843652,0.721941215,"II",5972831,5974952,"minus"
15006,31.52723235,64.185661,1.02565251,0.719010339,"I",4664500,4665349,"plus"
15007,110119.2124,102086.0369,-0.109280645,0.895793577,"I",4653472,4660152,"plus"
15008,4802.705951,4843.676072,0.012254905,0.891158694,"I",4644438,4645627,"plus"
15009,10621.42735,8637.111862,-0.298356775,0.650413684,"I",4648270,4650771,"minus"
15010,2146.601956,2145.769201,-0.000559789,1,"I",4652144,4652907,"minus"
15011,19891.79547,18457.67134,-0.107952951,1,"I",4647310,4648279,"plus"
15017,23690.23135,19882.0876,-0.252823041,0.559492697,"I",10713439,10718190,"minus"
15019,1665.697343,1939.509129,0.21956528,0.918011446,"I",10741358,10744432,"minus"
15020,15.5097223,15.27171202,-0.022311052,1,"I",10740207,10740579,"plus"
15021,6899.427507,6216.924114,-0.150275688,0.798745714,"I",10736686,10739900,"plus"
15022,18877.59168,16313.12952,-0.210641148,1,"I",10728884,10730226,"minus"
15023,12626.41857,13606.3415,0.107833721,1,"I",10720815,10723580,"plus"
15025,16127.33218,15898.48602,-0.020618417,1,"I",10732531,10733674,"minus"
15027,39.17540678,96.23307786,1.296584617,0.142020202,"I",5955032,5956885,"plus"
15028,711.1424597,1077.223685,0.599107355,0.832083322,"I",5919789,5935418,"plus"
15029,4811.191849,4548.90004,-0.080876596,0.897400968,"I",5935372,5936946,"minus"
15035,193.9027172,550.0361516,1.504193424,0.000858208,"IV",3572467,3577625,"plus"
